Country,Distance
Canada,0.3659212266742472
Australia,0.5127065918579902
Brazil,0.6681585609001544
Germany,0.6855218051134466
Switzerland,0.7442325554532332
India,0.7523749947465254
United Kingdom,0.7586525743120713
Argentina,0.7596648893523983
France,0.7639546504967569
Poland,0.7644357785302361
