Country,Distance
India,0.9375528387791229
Brazil,1.0071806891791786
Russia,1.0148097260329598
Mexico,1.0749697441841273
Kazakhstan,1.0846677361338206
Iran,1.0885202185317027
Saudi Arabia,1.1122998614404866
Indonesia,1.1131604409218447
Egypt,1.1179591357372198
Pakistan,1.1267084507767862
