Country,Distance
Australia,0.3278387553338698
United States,0.3659212266742472
Germany,0.5876169385576138
Switzerland,0.6075940845425892
Brazil,0.626076480932384
Finland,0.6387202200602747
France,0.6436717649946274
Netherlands,0.6461711176934446
Spain,0.661017042427038
Norway,0.6627501038057276
